slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho3,Preservation,strat_height,Description.notes,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes,Va1,Va2,PhL,NoH,No,OrR,TrP,OrS,ApT,Va,Tr,BrF,NoC,TrA,ApW,BrA,U,ApB,Ap,Va3,Sp,OrF,Ph,TrS,SpT,Ap?,Br,Va4,Va6,Va?,Or?,BrM,Or,Tr?,TrC,SpS,PhI,PhS
CSD-125,CSD-125,11/2/22,Tanner Frank,specimen,x,,,,x,Tr,TrC1,3,76,filamentous spiky annular plant/arthropod segments; collected by Guillermo 10/21/2022,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-126,CSD-126a,11/2/22,Tanner Frank,specimen,x,,,,,Ap,ApT1,1,76,shovel appendage,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-126,CSD-126b,11/2/22,Tanner Frank,specimen,x,,,,,Ap,ApT1,NA,76,head of shovel appendage,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-127,CSD-127a,11/2/22,Tanner Frank,specimen,x,x,,,,Ap,ApB1,2,76,serrated appendage lobes,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-127,CSD-127b,11/2/22,Tanner Frank,specimen,x,x,,,,Ap,ApB2,1,76,serrated appendage lobes,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-127,CSD-127c,11/2/22,Tanner Frank,specimen,x,x,,,,Ap,ApB1,2,76,serrated appendage lobes,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-128,CSD-128a,11/2/22,Tanner Frank,specimen,x,x,,,,Ap,ApB2,NA,76,1 serrated appendage ,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-128,CSD-128b,11/2/22,Tanner Frank,specimen,x,,,,,Ap,ApT1,NA,76,1 shovel appendage,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-134,CSD-134,11/3/22,Liuliu Gould,specimen,x,,,,,Ap,ApT,2,76,segmented conical cuticle; collected by Guillermo 10/28/2022,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-135,CSD-135,11/3/22,Liuliu Gould,specimen,,,,,x,Or,OrR,NA,76,two cuticle orbs; collected Guillermo 10/28/2022,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-136,CSD-136a,11/3/22,Liuliu Gould,specimen,x,,,,,Ap,Ap,NA,76,square cuticle with multiple sockets; sclerotized thin cuticle edge; collected Liuliu 10/13,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-136,CSD-136b,11/3/22,Liuliu Gould,specimen,x,,,,,Ap,ApT5,1,76,sclerotized thin cuticle edge; collected Liuliu 10/13,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-137,CSD-137a,11/3/22,Liuliu Gould,specimen,,,,,x,Or,OrR3,NA,76,cluster; collected Liuliu 10/13/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-137,CSD-137b,11/3/22,Liuliu Gould,specimen,,,,,x,Or,OrR,NA,76,orb; collected Liuliu 10/13/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-137,CSD-137c,11/3/22,Liuliu Gould,specimen,,,,,x,Or,OrR,NA,76,orb; collected Liuliu 10/13/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-138,CSD-138,11/4/22,Guillermo Roque,specimen,x,,,,,Ap,ApT5,1,76,"tapered scrap of cuticle with small setal sockets, with a border; collected by Guillermo 10/28/2022",NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-140,CSD-140,11/4/22,Guillermo Roque,specimen,,,,,x,Or,Or,NA,76,partial spore?; collected 10/11/2022 by Guillermo,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-141,CSD-141,11/4/22,Guillermo Roque,specimen,,,,x,,Ph,PhL.III,NA,76,herbivorized(?) liverwort; collected 10/28/22 by Guillermo,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-161,CSD-161,11/9/22,Liuliu Gould,specimen,x,,,,,U,U,NA,76,cuticle scrap; Guillermo collected 11/4/2022,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-162,CSD-162,11/9/22,Liuliu Gould,specimen,x,x,,,,Ap,ApB1,1,76,serrated branchiopod appendage lobe,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-174,CSD-174,11/4/22,Guillermo Roque,specimen,x,x,,,,Ap,ApB,NA,76,"serrated cuticle edge, almost at a right angle with very fine serrations; collected by Guillermo 11/4/22",NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-179,CSD-179,2/10/23,Guillermo Roque,specimen,x,,,,,Tr,Tr,NA,76,possible arthropod cuticle; collected Guillermo 10/21/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-180,CSD-180,2/10/23,Guillermo Roque,specimen,,,,x,,Ph,PhL,2,76,long piece of liverwort; collected Guillermo 9/16/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-181,CSD-181a,2/10/23,Guillermo Roque,specimen,x,,,,,Ap,Ap,1,76,arthropod cuticle scraps; collected Guillermo 9/30/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-181,CSD-181b,2/10/23,Guillermo Roque,specimen,x,,,,,Ap,Ap,1,76,arthropod cuticle scraps; collected Guillermo 9/30/22,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-182,CSD-182a,2/13/23,Shreya Jariwala,specimen,x,x,x,,,Va,Va3,1,76,clam shrimp fragments with setae,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-182,CSD-182b,2/13/23,Shreya Jariwala,specimen,x,x,x,,,Va,Va4,1,76,clam shrimp fragment,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-185,CSD-185b,2/16/23,Layla Chapeta,specimen,x,,,,,Ap,Ap,1,76,scrappy piece of cuticle with small holes; collected Guillermo 10/18/2022,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-185,CSD-185c,2/16/23,Layla Chapeta,specimen,x,,,,,U,U,1,76,"elongate cuticle with seeming cellular structure, unclear if plant or arthropod or algae; collected Guillermo 10/18/2022",x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-191,CSD-191,2/17/23,Guillermo Roque,specimen,x,,,,,Ap,Ap,1,76,"weird cuticle specimen, kind of thin; collected 10/28/22 by Guillermo",x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
