slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho2,Morpho3,Preservation,strat_height,Description.notes,no_specimens,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSD-266,CSD-266,4/4/23,Shreya Jariwala,specimen,x,,,,,Ap,ApT,ApT?,1,67.5,broken cuticle; collected by Layla 4/4/23,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-268,CSD-268,4/4/23,Shreya Jariwala,specimen,,,,,,Ap,ApT,ApT,NA,67.5,shaft of appendage in front of larger degraded cuticle; collected liuliu 3/23/23,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-271,CSD-271,4/10/23,Liuliu Gould,specimen,,,,,,No,NoH,NoH1,1,67.5,algae or arthropod cuticle scrap w 2 holes; collected Layla 4/6/23,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-275,CSD-275,4/10/23,Liuliu Gould,specimen,x,,,,,Sp,SpS,SpS,1,67.5,spine broken at tip; collected by Guillermo 4/7/23,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-276,CSD-276,4/10/23,Liuliu Gould,specimen,x,,,,,Sp,SpT,SpT,2,67.5,thorn-like spine and surrounding cuticle,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-278,CSD-278,4/10/23,Liuliu Gould,specimen,x,x,x,,,Va,Va1,Va1,1,67.5,clam shrimp small frag; Guillermo 3/7/23,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-280,CSD-280,4/10/23,Liuliu Gould,specimen,,,,,,Br,BrM,BrM2,2,67.5,fungi (looks paleo); collected Guillermo 4/7/23,1,x,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-289,CSD-289,4/18/23,Shreya Jariwala,specimen,,,,,x,Or,OrR,OrR,NA,67.5,double orb; collected Guillermo 4/14/23,1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-310,CSD-310a,4/24/23,Jamie Hernandez,specimen,x,,,,,Tr,Tr,Tr,NA,67.5,"cuticle scraps, some sculpturing/texture?; Guillermo 4/14/23",1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-310,CSD-310b,4/24/23,Jamie Hernandez,specimen,x,,,,,Tr,Tr,Tr,NA,67.5,"cuticle scraps, some sculpturing/texture?; Guillermo 4/14/23",1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-310,CSD-310c,4/24/23,Jamie Hernandez,specimen,x,,,,,U,U,U,NA,67.5,"cuticle scraps, some sculpturing/texture?; Guillermo 4/14/23",1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-310,CSD-310d,4/24/23,Jamie Hernandez,specimen,x,,,,,U,U,U,NA,67.5,"cuticle scraps, some sculpturing/texture?; Guillermo 4/14/23",1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-310,CSD-310e,4/24/23,Jamie Hernandez,specimen,x,,,,,U,U,U,NA,67.5,"cuticle scraps, some sculpturing/texture?; Guillermo 4/14/23",1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-310,CSD-310f,4/24/23,Jamie Hernandez,specimen,x,,,,,U,U,U,NA,67.5,"cuticle scraps, some sculpturing/texture?; Guillermo 4/14/23",1,NA,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-311,CSD-311,4/24/23,Jamie Hernandez,specimen,x,,,,,Sp,SpT,SpT,1,67.5,"spiky cuticle, folded; jamie 4/14/23",1,x,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-427,CSD-427,11/21/23,Shreya Jariwala,specimen,,,,x,x,Or,Or,Or,NA,67.5,"possibly partial NoH, or orb with plant cuticle",1,x,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-433,CSD-433,11/21/23,Shreya Jariwala,specimen,,,,x,,No,NoH,NoH1,3,67.5,folded but generally complete node with branches,1,x,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-435,CSD-435,11/21/23,Shreya Jariwala,specimen,,,,x,,No,NoC,NoC3,2,67.5,nicely preserved node and some surrounding tissue,1,x,CSD-21-J,2.9,105µm,6/6/22,6/7/22,6/13/22,1,6,0,"dark with thin layers, a few ostracods on one side, other side has at least a few clear l.w.s on surface","a little clumpy, not obvious flakes. Was in same acid tray as CSD-21-J when the bottom of that one fell off","dense with organic flakes and large, intact l.w's","clumpy, but nice liverworts; arthropod fossils",6.28.2021-CSD-23,67,68,6/28/21,Tanner Frank,very nice l.w.s!,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-81,CSD-81,9/19/22,Liuliu Gould,specimen,x,,,,,Va,Va,Va,1,96,piece of almost opaque cuticle with interesting internal structures but hard to resolve,1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-82,CSD-82a,9/19/22,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR3,NA,96,double circle,1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-82,CSD-82b,9/19/22,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR6,NA,96,charcoalified partial sporelike,1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-82,CSD-82c,9/19/22,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR,NA,96,dark circle (not charcoalified),1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-82,CSD-82d,9/19/22,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR6,NA,96,charcoalified trilete spore,1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-82,CSD-82e,9/19/22,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR6,NA,96,"charcoalified, looks like trilete spore shape but no trilete pattern",1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-83,CSD-83a,9/19/22,Liuliu Gould,specimen,,,,x,,Br,BrA,BrA3,3,96,branched algae (or maybe jointed legs with spike>),1,x (could use more zoomed in photos),CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,NA,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-83,CSD-83b,9/19/22,Liuliu Gould,specimen,,,,x,,Br,BrA,BrA3,3,96,algae w short branches,1,x (could use more zoomed in photos),CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,NA,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-83,CSD-83c,9/19/22,Liuliu Gould,specimen,,,,,x,U,U,U,NA,96,spore?,1,NA,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,NA,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-83,CSD-83d,9/19/22,Liuliu Gould,specimen,,,,,x,U,U,U,NA,96,spore?,1,NA,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,NA,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-27,CSD-27,11/12/21,Tanner Frank,specimen,,,,x,,No,NoH,NoH1,NA,75,algal?,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-28,CSD-28a,11/12/21,Tanner Frank,specimen,,,,,x,Or,OrF,OrF1,NA,75,frisbeekite,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-28,CSD-28b,11/12/21,Tanner Frank,specimen,,,,,x,Or,Or,Or,NA,75,spore,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-29,CSD-29a,11/12/21,Tanner Frank,specimen,X,X,,,,Ap,ApT,ApT2,2,75,2 associated mandibles,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-29,CSD-29b,11/12/21,Tanner Frank,specimen,,,,x,,Ph,PhL,PhL,NA,75,interesting liverwort,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-30,CSD-30a,11/12/21,Tanner Frank,specimen,x,,,,,Tr,TrC,TrC1,NA,75,small segmented series (annulus?),1,x (not leg appendage),CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-30,CSD-30b,11/12/21,Tanner Frank,specimen,x,,,,,Ap,Ap,Ap,NA,75,leg appendage? ,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-31,CSD-31,11/12/21,Tanner Frank,specimen,x,x,,,,Tr,TrP,TrP1,2,75,many partial tergopleurae,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-32,CSD-32a,11/12/21,Tanner Frank,specimen,x,x,,,,Ap,ApB,ApB,1,75,"serrated endite border and tiny cuticle piece, on edge of cover slip :(",1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-32,CSD-32b,11/12/21,Tanner Frank,specimen,x,,,,,Tr,Tr,Tr,1,75,"tiny cuticle piece, on edge of cover slip :(",1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
