slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle?,branchiopod_cuticle?,clamShrimp_cuticle?,plant-algal_cuticle?,other?,Morphotype,Preservation,Description/notes,no_specimens,Imaged,sample_name,Mass (g),Mesh,HF_date,Water_ date,Collection_date,acid_time,rinse_time,Inspection complete?,Notes_pre-maceration,Notes_duringmaceration,Notes_post-maceration,Notes_microscopeobservations,rock_name,base  from lower SS (cm),top from lower SS (cm),date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSD-94,CSD-94e,9/29/22,Tanner Frank,specimen,x,x,,,,SpT1,2,5 connected spikes; collected by Liuliu 9/22/22,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-94,CSD-94f,9/29/22,Tanner Frank,specimen,x,x,,,,Ap,2,"hemisphere structure, like eyecap, associated w CSD-94d; collected by Liuliu 9/22/22",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-95,CSD-95a,9/29/22,Tanner Frank,specimen,x,x,,,,ApT15,1,Partial appendage bit with complex spines somewhere between SpS1 and SpS2; collected by Liuliu 9/22/22,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-95,CSD-95b,9/29/22,Tanner Frank,specimen,x,x,,,,ApB1,2,serrated lobe well preserved; collected by Liuliu 9/22/22,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-95,CSD-95c,9/29/22,Tanner Frank,specimen,,,,,,NoC,1,circular cuticle; collected by Liuliu 9/22/22,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-99,CSD-99,10/5/22,Tanner Frank,specimen,x,,,,,ApW1,3,articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-110,CSD-110a,10/17/22,Liuliu Gould,specimen,x,,,,,ApT5,2,"large socketed spine (maybe SpT1 because articulation not clear, but texture shows terminal differentiation) with many smaller spikes, but broken in prep; collected 10/10/2022 by Liu",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-110,CSD-110b,10/17/22,Liuliu Gould,specimen,x,,,,,TrC1,1,interesting spiked bit; collected 10/10/2022 by Liuliu,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-110,CSD-110c,10/17/22,Liuliu Gould,specimen,x,x,,,,ApB,1,small serrated fragment; collected 10/10/2022 by Liuliu,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-110,CSD-110d,10/17/22,Liuliu Gould,specimen,x,x,,,,ApB,1,"small well-sclerotized, serrated fragment; collected 10/10/2022 by Liuliu",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-111,CSD-111a,10/17/22,Liuliu Gould,specimen,,,,x,x,OrR5,NA,trilete spore with many small spikes,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-111,CSD-111b,10/17/22,Liuliu Gould,specimen,x,x,,,,ApT,1,"fragmentary cuticle piece, I think from caudal furca; collected 10/10/22 by Liuliu",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-111,CSD-111c,10/17/22,Liuliu Gould,specimen,x,,,,,ApW,1,cuticle fragment with macrosetal sockets; collected 10/10/22 by Liuliu,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-111,CSD-111d,10/17/22,Liuliu Gould,specimen,x,,,,,ApT1,2,partial maxillary paddle; collected 10/10/22 by Liuliu,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-111,CSD-111e,10/17/22,Liuliu Gould,specimen,,,,,x,OrF1,3,frisbeekite (tail separated but originally intact); collected 10/10/22 by Liuliu,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-115,CSD-115a,10/17/22,Liuliu Gould,specimen,x,,,,,ApW2,2,3 connected partial segments with setae sockets; collected 9/30/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-115,CSD-115b,10/17/22,Liuliu Gould,specimen,x,x,,,,ApB,1,partial serrated lobe with liverwort scrap; collected 9/30/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-115,CSD-115c,10/17/22,Liuliu Gould,specimen,x,,,,,ApW1,2,segment with spines (centiped??); collected 9/30/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-117,CSD-117,10/17/22,Liuliu Gould,specimen,,,,,,U,NA,algal branch? Base of egg sac?; collected 10/14/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-118,CSD-118,10/17/22,Liuliu Gould,specimen,x,,,,,ApW1,NA,appendage w setal sockets; collected 10/14/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-119,CSD-119,10/17/22,Liuliu Gould,specimen,x,x,,,,ApB1,1,serrated lobe; collected 9/30/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-122,CSD-122,10/17/22,Liuliu Gould,specimen,x,x,,,,ApB1,2,very nice serrated lobe; collected 10/7/2022 by Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-123,CSD-123,11/2/22,Tanner Frank,specimen,x,,,,x,TrC1,2,spiked filamentous object;  collected Guillermo,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-124,CSD-124,11/2/22,Tanner Frank,specimen,x,,,,,ApW2,3,double-barbed segmented cuticle; collected by Guillermo 10/28/2022,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-125,CSD-125,11/2/22,Tanner Frank,specimen,x,,,,x,TrC1,3,filamentous spiky annular plant/arthropod segments; collected by Guillermo 10/21/2022,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-126,CSD-126a,11/2/22,Tanner Frank,specimen,x,,,,,ApT1,1,shovel appendage,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-127,CSD-127a,11/2/22,Tanner Frank,specimen,x,x,,,,ApB1,2,serrated appendage lobes,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-127,CSD-127b,11/2/22,Tanner Frank,specimen,x,x,,,,ApB2,1,serrated appendage lobes,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-127,CSD-127c,11/2/22,Tanner Frank,specimen,x,x,,,,ApB1,2,serrated appendage lobes,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-162,CSD-162,11/9/22,Liuliu Gould,specimen,x,x,,,,ApB1,1,serrated branchiopod appendage lobe,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-182,CSD-182a,2/13/23,Shreya Jariwala,specimen,x,x,x,,,Va3,1,clam shrimp fragments with setae,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-182,CSD-182b,2/13/23,Shreya Jariwala,specimen,x,x,x,,,Va4,1,clam shrimp fragment,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-185,CSD-185b,2/16/23,Layla Chapeta,specimen,x,,,,,Ap,1,scrappy piece of cuticle with small holes; collected Guillermo 10/18/2022,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-185,CSD-185c,2/16/23,Layla Chapeta,specimen,x,,,,,U,1,"elongate cuticle with seeming cellular structure, unclear if plant or arthropod or algae; collected Guillermo 10/18/2022",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
